factor,symbol,quantile,horizon,n,mean,median,win_rate,max_adverse_excursion,max_favorable_excursion,tail_loss_p05,evidence_type
oi_change_pct,JM,5,5,270,0.004363508190642668,0.002049987432635403,0.5222222222222223,-0.016147748833020087,0.019448231932701874,-0.05472374246108973,local_evidence
oi_change_pct,JM,5,10,266,0.011168753412333202,0.001189594346363787,0.5150375939849624,-0.02549435742420577,0.03706280833038631,-0.07388821180491237,local_evidence
oi_change_pct,JM,5,20,265,0.016368810977413495,-0.0002271178741767299,0.49433962264150944,-0.03864351570356911,0.0612888906077728,-0.08043711021537288,local_evidence
oi_change_pct,JM,5,40,263,0.03221189713719408,0.0063725490196078205,0.5247148288973384,-0.05587611156308053,0.09791618464444414,-0.12955130076163926,local_evidence
oi_change_pct,LC,1,1,188,-0.0010203268421809118,0.0,0.4946808510638298,-0.0010203268421809118,-0.0010203268421809118,-0.04875985174209961,local_evidence
oi_change_pct,LC,1,5,188,0.002443139632670523,-0.01048375504137522,0.4095744680851064,-0.028077868511805455,0.02858841547161446,-0.07946108903427357,local_evidence
oi_change_pct,LC,1,10,188,0.010293266136395422,-0.010990319310799856,0.44148936170212766,-0.0460975842995591,0.05740133744219457,-0.11535718712373398,local_evidence
oi_change_pct,LC,1,20,182,0.0180664830809988,-0.0006488727639997749,0.5,-0.07208575647115546,0.09872103151899443,-0.15863809843601473,local_evidence
oi_change_pct,LC,1,40,180,0.0306812159470896,-0.011828098017356292,0.4666666666666667,-0.10928869560842733,0.17848916376302018,-0.25945680226127565,local_evidence
oi_change_pct,LC,2,1,149,-0.0002552513098256662,-0.0005351886540004847,0.4899328859060403,-0.0002552513098256662,-0.0002552513098256662,-0.0462865292993051,local_evidence
oi_change_pct,LC,2,5,148,-0.00475117696655196,-0.006326436497792187,0.4527027027027027,-0.02887896419100132,0.025687468175127934,-0.09628793697893101,local_evidence
oi_change_pct,LC,2,10,147,-0.009475064984435167,-0.024787535410764838,0.38095238095238093,-0.04964649134139107,0.04434358990455929,-0.10654605551177654,local_evidence
oi_change_pct,LC,2,20,147,-0.013520366749407481,-0.029027576197387495,0.3673469387755102,-0.08105108536418086,0.07402175469995288,-0.19690214022833366,local_evidence
oi_change_pct,LC,2,40,137,-0.01681996070269622,-0.05280216070222821,0.3722627737226277,-0.1247919185162092,0.12775244017339762,-0.2568529221066969,local_evidence
oi_change_pct,LC,3,1,181,-0.000695665749040727,-0.002989536621823663,0.46408839779005523,-0.000695665749040727,-0.000695665749040727,-0.04109589041095896,local_evidence
oi_change_pct,LC,3,5,179,-0.0019995673513463585,-0.011194029850746245,0.41899441340782123,-0.03254769553279122,0.03344420825284529,-0.1000351868371494,local_evidence
oi_change_pct,LC,3,10,179,-0.00011434873241240694,-0.0229656932237029,0.36312849162011174,-0.05306100147158108,0.05807185340227884,-0.13551873070025966,local_evidence
oi_change_pct,LC,3,20,179,-0.00035464761972663186,-0.038068181818181834,0.3743016759776536,-0.08466015287918868,0.09223412329878401,-0.19136386875457295,local_evidence
oi_change_pct,LC,3,40,173,-0.0001565320335947126,-0.04988994864269991,0.37572254335260113,-0.12667927861360323,0.15106619218014689,-0.27111538701313453,local_evidence
oi_change_pct,LC,4,1,137,0.0012689492502392422,0.0002989536621824662,0.5036496350364964,0.0012689492502392422,0.0012689492502392422,-0.04530914402287418,local_evidence
oi_change_pct,LC,4,5,136,-0.004202445082021792,-0.003103947173869359,0.45588235294117646,-0.036601987668787646,0.03375722617503049,-0.10984389215959081,local_evidence
oi_change_pct,LC,4,10,133,-0.010819530724633791,-0.016049382716049387,0.42857142857142855,-0.06214354840472313,0.05144566046347351,-0.15643786995433612,local_evidence
oi_change_pct,LC,4,20,131,-0.0137911742892141,-0.029188779378316876,0.3816793893129771,-0.0908944724237189,0.08837671041624985,-0.18855720463942954,local_evidence
oi_change_pct,LC,4,40,129,0.005481316498346893,-0.044765840220385655,0.3488372093023256,-0.13477626527131653,0.15567493886110756,-0.2639215943877126,local_evidence
